stock,gap_date,gap_width,gap_day_pl,revert_time,u_curve_effect,u_curve_profit,lowest_day,market_change_20d,Sector
INTU,2013-04-25,-0.1313978060585217,0.02403587443946198,1,True,0.05195697547064542,0.0,0.01184885485152809,Information Technology
INTU,2015-08-21,-0.11528363602134217,-0.019547551065231872,30,True,0.10012858839058106,3.0,-0.043309766954700124,Information Technology
ISRG,2006-07-27,-0.09636608344549125,-0.014000595770032764,1,True,0.017739025856885034,1.0,-0.004405286343612258,Health Care
ISRG,2006-10-27,-0.07970045466702336,-0.024702121476314898,27,True,0.09297553275453817,15.0,0.036289142522680784,Health Care
ISRG,2014-04-23,-0.08317942889615004,-0.03432246068025102,31,False,,,0.013436506508307744,Health Care
IPGP,2018-07-31,-0.23116362015158276,-0.0487677587706582,4,True,0.05279512566641275,1.0,0.038471673254282024,Information Technology
IRM,2013-06-07,-0.17999185321497846,0.02625152625152638,2,True,0.0199831525311068,0.0,0.008519775576643296,Real Estate
JBHT,2001-09-18,-0.1265405702844793,-0.13647058823529412,31,False,,,-0.11993283761093787,Industrials
JEC,2004-06-29,-0.1492038920831491,0.012658227848101333,23,True,0.062350579471993205,18.0,0.014468290330359235,Industrials
JEC,2009-11-17,-0.10119032689574448,-0.04915627292736613,31,False,,,0.028770510227017265,Industrials
JCI,2006-01-13,-0.09306292115981463,-0.013452131376659793,31,False,,,0.015039933616844747,Industrials
JCI,2007-07-02,-0.5382829259951055,0.008348457350272342,31,False,,,-0.006786193029490684,Industrials
JNPR,2008-01-11,-0.12156668553103178,-0.012987012987012991,1,True,0.05301439853880092,0.0,-0.05480037616482858,Information Technology
JNPR,2016-01-28,-0.10473852112493398,-0.054713804713804604,2,True,0.052708262834742434,0.0,-0.08165175785313084,Information Technology
KSU,2014-01-24,-0.1217314173846249,-0.03417143966605185,4,True,0.0570500710654593,1.0,-0.027033579827857812,Industrials
KSU,2016-11-09,-0.13366870017999355,0.028685457720129648,3,True,0.046310525578718925,0.0,0.01579364293494412,Industrials
KSS,2012-11-29,-0.10059466747722257,-0.021304347826087033,31,False,,,-0.004970338303671551,Consumer Discretionary
KR,2009-12-08,-0.12181847188474104,0.003992015968063978,5,True,0.005733815388091691,4.0,0.00022197558268599593,Consumer Staples
KR,2018-03-08,-0.06592578761762014,-0.06204081632653058,28,True,0.05285819591769159,10.0,0.06391217564870266,Consumer Staples
LB,2018-03-01,-0.09249535186042779,-0.050926960017869005,3,True,0.05859078330528807,1.0,-0.049307863691150144,Consumer Discretionary
LH,2013-12-11,-0.06626323751891083,-0.0467703607690646,31,False,,,0.0018844221105527303,Health Care
LEN,2008-09-22,-0.02717006811888123,-0.15720524017467252,31,False,,,-0.03942687747035578,Consumer Discretionary
LKQ,2015-02-26,-0.13464991023339312,0.02821576763485467,2,True,0.015548281505728272,0.0,0.04648519941555285,Consumer Discretionary
LKQ,2018-04-26,-0.1221069433359937,-0.07818181818181813,31,False,,,0.012028494686441737,Consumer Discretionary
MRO,2011-08-08,-0.07575882132121337,-0.03189726594863296,1,True,0.071930486580034,0.0,-0.14573268921095017,Energy
MAS,2001-09-17,-0.08022803114571753,-0.025474254742547275,12,True,0.17115303528618053,4.0,-0.12554987516347638,Industrials
MAT,2017-01-26,-0.13601385148133893,-0.046938027136047,31,False,,,0.02195953838246978,Consumer Discretionary
MCK,2004-09-08,-0.08103990810301276,-0.07760683760683762,31,False,,,0.040936404606910504,Health Care
MDT,2007-10-15,-0.10274326791419441,-0.010880316518298794,31,False,,,0.02158394221886284,Health Care
MCHP,2002-10-16,-0.05339175484274816,-0.0600823045267489,1,True,0.059443471407832967,0.0,0.026428807400066034,Information Technology
MCHP,2002-10-24,-0.06977534196938129,-0.049056603773584895,1,True,0.03331184182248007,1.0,0.06783369803063466,Information Technology
MCHP,2007-10-09,-0.07432519035737539,-0.05691536419935117,31,False,,,0.06320893583860077,Information Technology
MCHP,2011-07-12,-0.10305865167721895,-0.020523497917905975,8,True,0.06556129230596723,4.0,0.021194957061940523,Information Technology
MCHP,2014-10-10,-0.11505293580765286,-0.008436724565756837,7,True,0.0795800397447237,3.0,-0.03795782463928954,Information Technology
MCHP,2018-08-10,-0.09867609694116664,-0.011199095022624617,11,True,0.0789736020400737,5.0,0.013690128504672883,Information Technology
MSFT,2006-04-28,-0.1108129416992788,-0.0033016921172100977,1,True,0.003917553741215131,0.0,0.012609704428528268,Information Technology
MHK,2002-07-16,-0.2119565217391305,0.09195402298850586,1,True,0.04989010989010996,0.0,-0.13427845392537108,Consumer Discretionary
TAP,2005-04-28,-0.11701211052322169,-0.07678780773739735,31,False,,,-0.02757916241062297,Consumer Staples
TAP,2008-08-05,-0.099587169843946,-0.016935319322587183,1,True,0.032737572856079485,0.0,0.028562808005631934,Consumer Staples
MNST,2001-10-02,-0.12499999999999989,0.0,3,True,0.14285714285714277,0.0,-0.08284241531664216,Consumer Staples
MNST,2001-10-08,-0.12499999999999989,0.0,10,True,0.14285714285714277,0.0,-0.05949114492392127,Consumer Staples
MNST,2003-02-28,-0.11111111111111105,0.0,3,True,0.12499999999999993,0.0,-0.013526570048309261,Consumer Staples
MNST,2003-03-07,-0.11111111111111105,0.0,2,True,0.12499999999999993,0.0,-0.0011629838843661977,Consumer Staples
MNST,2003-03-12,-0.11111111111111105,0.0,4,True,0.12499999999999993,0.0,-0.012660364618501063,Consumer Staples
MNST,2003-03-21,-0.11111111111111105,0.0,1,True,0.12499999999999993,0.0,0.07442937479325162,Consumer Staples
MNST,2003-03-26,-0.11111111111111105,0.0,1,True,0.12499999999999993,0.0,0.0366474938373047,Consumer Staples
MNST,2003-05-07,-0.11111111111111105,0.0,3,True,0.12499999999999993,0.0,0.07311657414750194,Consumer Staples
MCO,2011-08-18,-0.0378269191958257,-0.07608336089976853,7,True,0.1282097944845749,1.0,-0.14910901467505244,Financials
MSI,2010-01-28,-0.10173621413607392,-0.025297619047618958,4,True,0.06497939984902536,2.0,-0.03515750994516731,Information Technology
MYL,2007-05-14,-0.1258233102448051,0.006128702757916438,1,True,0.004587151206441098,0.0,0.02334120115394711,Health Care
MYL,2015-07-27,-0.15013648771610555,0.005888650963597364,2,True,0.01841473178542841,0.0,0.006642416574410781,Health Care
NDAQ,2008-09-22,-0.08371273722405759,-0.050070323488044854,31,False,,,-0.03942687747035578,Financials
NOV,2011-08-08,-0.07775897770822038,-0.03171774768353519,1,True,0.08401099602549449,0.0,-0.14573268921095017,Energy
NKTR,2015-03-18,-0.14791224345364484,0.039036544850498345,31,False,,,0.0022904737116085094,Health Care
NTAP,2002-01-16,-0.03581498081960677,-0.07898734177215194,31,False,,,-0.01548101732399565,Information Technology
NTAP,2002-05-15,-0.1135028494439192,-0.0587867417135709,31,False,,,-0.02384221695169142,Information Technology
NTAP,2007-05-24,-0.16010522066799104,-0.006568658116984594,4,True,0.026536395831001716,3.0,0.01023391812865504,Information Technology
NFLX,2004-07-16,-0.16192560175054704,-0.14099216710182771,31,False,,,-0.025619637750238344,Information Technology
NFLX,2014-10-16,-0.25827091136079894,0.08710288239006947,3,True,0.05403225806451612,0.0,-0.0719058050383351,Information Technology
NFLX,2016-04-19,-0.08219557195571969,-0.05176399638154583,26,True,0.1433787870143209,18.0,0.02609510912026658,Information Technology
NFLX,2019-07-18,-0.10672111245999338,0.0044786261428217955,5,True,0.05524129682903958,3.0,0.014944129334646616,Information Technology
NLSN,2016-10-25,-0.14647781475639832,-0.02644487097462156,31,False,,,-0.011439976633239146,Industrials
NKE,2001-02-27,-0.1763274114222625,-0.025742574257425765,24,True,0.1446792732665925,13.0,-0.08247102649006621,Consumer Discretionary
JWN,2002-11-13,-0.15963220879538886,0.033513513513513615,1,True,0.07213331723883462,0.0,0.008835594824865733,Consumer Discretionary
NOC,2002-10-17,-0.09113477272010817,-0.0288074560474475,4,True,0.04532268736933457,1.0,0.04656538969616908,Industrials
NUE,2001-09-17,-0.022933509321894197,-0.09523809523809512,11,True,0.22256803705848288,4.0,-0.12554987516347638,Materials
NVDA,2001-01-25,-0.03524610795594274,-0.06810442678774109,15,True,0.2992618823820869,12.0,0.020429992512568385,Information Technology
NVDA,2010-05-14,-0.06691431130118519,-0.051244509516837344,31,False,,,-0.0493765084473049,Information Technology
OXY,2008-09-29,-0.044593514538124546,-0.12010739013706373,31,False,,,-0.12473033928221222,Energy
ORCL,2002-03-04,-0.1276869368724407,-0.0200716845878135,2,True,0.023654557721329388,0.0,0.05370417841579078,Information Technology
PCAR,2011-07-26,-0.08487187820034003,-0.023850823937554,31,False,,,0.02875283446712018,Industrials
PNR,2019-04-09,-0.11349482830510982,-0.02467597208374872,5,True,0.03467702464229721,1.0,0.02572197309417046,Industrials
PFE,2006-12-04,-0.15131578947368418,0.052854122621564414,4,True,0.03673189152076898,0.0,0.023223016171493027,Health Care
PCG,2017-10-13,-0.00852713178294573,-0.09741985926505092,31,False,,,0.02094630955830601,Utilities
PCG,2018-11-09,-0.06945606694560669,-0.10251798561151071,31,False,,,0.012245652978172483,Utilities
PXD,2008-09-09,-0.021781554271290027,-0.08904360571637959,9,True,0.11907917114135316,5.0,-0.0473510576363283,Energy
PXD,2008-09-29,-0.04247253629847236,-0.06585947532562819,31,False,,,-0.12473033928221222,Energy
RL,2015-02-04,-0.1131840797906648,-0.07782178217821789,31,False,,,0.008698940998487004,Consumer Discretionary
PPG,2001-09-17,-0.09584312588233634,-0.019565217391304346,11,True,0.11580609467592154,4.0,-0.12554987516347638,Materials
PPL,2009-08-04,-0.10216637801044504,-0.0330752990851515,30,True,0.08313716363847923,11.0,0.14428551590056937,Utilities
PSA,2008-10-15,-0.02574350034330186,-0.07623651915210117,12,True,0.1930776329015379,8.0,-0.24594961848019237,Real Estate
PHM,2013-07-25,-0.07400503823500426,-0.03159742539496779,6,True,0.05866583765859272,2.0,0.04872081644065429,Consumer Discretionary
QCOM,2010-01-28,-0.10785536664697037,-0.03870814533365008,31,False,,,-0.03515750994516731,Information Technology
PWR,2008-09-29,-0.023709807176373388,-0.13910186199342833,31,False,,,-0.12473033928221222,Industrials
PWR,2011-05-04,-0.06476614287057492,-0.04638403990024942,31,False,,,0.008750220965175748,Industrials
DGX,2006-10-03,-0.11985634477254581,-0.0671641791044777,31,False,,,0.02637626136477178,Health Care
RHT,2006-09-27,-0.20706686930091178,-0.031624341159559144,2,True,0.02629016553067182,0.0,0.028041113661311234,Information Technology
RHT,2013-09-24,-0.09786510485546951,-0.021361256544502716,31,False,,,0.043016682751964685,Information Technology
RHT,2016-12-22,-0.11893721017671399,-0.02261735419630162,1,True,0.021653118480684984,0.0,0.023424109693391815,Information Technology
REGN,2003-03-31,-0.5002888503755054,-0.13063583815028912,31,False,,,0.028135990621336537,Health Care
REGN,2003-10-07,-0.1760869565217391,-0.03759894459102908,31,False,,,0.026440037771482627,Health Care
REGN,2008-05-21,-0.11271541686073583,-0.024671916010498784,3,True,0.038461538461538596,1.0,0.008480758708736102,Health Care
RF,2008-09-22,-0.08085194375516969,-0.1428571428571429,31,False,,,-0.03942687747035578,Financials
RSG,2012-04-27,-0.08967718198290464,-0.046930134086097364,31,False,,,-0.0029583367573342567,Industrials
RMD,2011-10-25,-0.16157638902357774,0.029721595184349248,2,True,0.06143396249662605,0.0,0.06866429659725748,Health Care
RMD,2019-01-25,-0.14401570090948634,-0.05826112936958472,15,True,0.09102158834116927,2.0,0.07136173155946124,Health Care
ROK,2001-09-17,-0.01653487676965293,-0.0903225806451613,18,True,0.2712392206962632,4.0,-0.12554987516347638,Industrials
ROK,2006-07-26,-0.07238823478872913,-0.032309660908509286,2,True,0.016438922600812065,0.0,0.016724155952754227,Industrials
ROP,2002-05-24,-0.09414187294894916,-0.018546365914786977,31,False,,,0.01707829742511824,Industrials
RCL,2016-02-02,-0.06647767972321794,-0.09125475285171103,31,False,,,-0.05563237953409217,Consumer Discretionary
CRM,2008-08-21,-0.10471524800979792,-0.08960328317373456,31,False,,,0.018403680736147177,Information Technology
SBAC,2003-03-25,-0.20472440944881887,0.1188118811881187,1,True,0.074766355140187,0.0,0.055611055611055615,Real Estate
SLB,2001-02-12,-0.04746030426469361,-0.0738255033557047,31,False,,,0.0038643194504079936,Energy
STX,2004-01-21,-0.19265132550564046,-0.018292682926829062,4,True,0.020910019540781796,2.0,0.04962069394353952,Information Technology
STX,2017-07-25,-0.1868590917724956,0.02690999072069311,5,True,0.028222911888875858,3.0,0.02522491498428825,Information Technology
SHW,2009-01-22,-0.12915378630705387,-0.001450176092811284,3,True,0.03689880692577217,2.0,-0.03964947565005039,Materials
SHW,2016-10-25,-0.0803650621365658,-0.0310702406574056,11,True,0.06631421147019813,6.0,-0.011439976633239146,Materials
SWKS,2001-09-05,-0.022346688278791937,-0.14445955132562882,31,False,,,-0.04079435339155402,Information Technology
SNA,2004-09-28,-0.08801741458452461,-0.03669089650398061,6,True,0.05352789304489789,2.0,0.005727516451377035,Consumer Discretionary
LUV,2016-07-21,-0.06999064926103915,-0.045035823950870024,31,False,,,0.025945293644408673,Industrials
SRCL,2008-12-01,-0.020244328097731135,-0.08852867830423938,31,False,,,-0.15445900796710355,Industrials
SRCL,2015-10-23,-0.16425120772946855,-0.03412010276172128,7,True,0.027960526315789522,1.0,0.10371898458541073,Industrials
SRCL,2018-02-22,-0.0887731945000666,-0.1117784939935541,31,False,,,-0.04552385101285106,Industrials
SRCL,2018-08-03,-0.13005495279695645,-0.0012957563977973319,1,True,0.00696920583468395,0.0,0.020513008696928736,Industrials
SIVB,2008-10-09,-0.016600790513834007,-0.09525723472668801,2,True,0.12990614334470998,1.0,-0.27652797133187323,Financials
SIVB,2011-08-08,-0.02966507177033484,-0.07948717948717954,31,False,,,-0.14573268921095017,Financials
SYMC,2001-06-22,-0.2744355773821703,-0.12432432432432428,19,True,0.19900290818446204,17.0,-0.03829928952042627,Information Technology
SYMC,2005-11-02,-0.1695633367649707,-0.02858575727181545,31,False,,,0.021401641162120066,Information Technology
SYMC,2007-10-25,-0.11184763286776711,-0.008574490889603492,2,True,0.009154550350026928,2.0,-0.0048442328572622095,Information Technology
SYMC,2009-05-07,-0.08784311166011238,-0.0654613466334164,20,True,0.12884252900586085,12.0,0.058865654540246615,Information Technology
SYMC,2009-07-30,-0.10351273118670135,-0.04336569579288019,3,True,0.045995918243016784,1.0,0.09865287794257727,Information Technology
SYMC,2012-04-24,-0.09017636810716967,-0.026155717761557118,2,True,0.015932818337998665,1.0,-0.027374805343824304,Information Technology
SYMC,2013-10-24,-0.13497859680078483,0.00892018779342707,1,True,0.029827957513649753,0.0,0.03694859038142617,Information Technology
SYMC,2018-05-11,-0.31387195732101303,-0.024975024975025018,1,True,0.08207472482031358,0.0,0.020653714986396787,Information Technology
SYMC,2019-05-10,-0.1443961570658715,0.022140221402214166,2,True,0.016782511732908928,1.0,-0.007099321235628286,Information Technology
SYF,2017-04-28,-0.16779362769326533,0.01090909090909098,1,True,0.010366551923346411,0.0,0.009919404835709855,Financials
SNPS,2004-02-24,-0.13302352599477196,0.0010050251256281673,2,True,0.01090787044806173,1.0,-0.0024973242953978403,Information Technology
SNPS,2009-05-21,-0.05642923219241458,-0.04852941176470582,31,False,,,0.029499361792653556,Information Technology
TTWO,2008-09-15,-0.27820922795797165,0.04873417721518991,1,True,0.03490886623416729,0.0,-0.06462019747775927,Information Technology
TTWO,2009-12-04,-0.3131868131868132,0.03200000000000003,1,True,0.03805774278215224,0.0,0.03621707538601271,Information Technology
TGT,2018-11-20,-0.1187705447379257,0.015296367112810794,1,True,0.011007707381966854,0.0,-0.004515018174861329,Consumer Discretionary
TXT,2018-10-18,-0.10572698215374066,-0.007595373726911769,31,False,,,-0.053369028579375644,Industrials
HSY,2002-09-18,-0.13888379568613585,0.022977651872835958,27,True,0.05178563772776003,13.0,-0.0919053185271771,Consumer Staples
TRV,2001-07-17,-0.11076090076602252,-0.005747126436781658,1,True,0.031526785071961494,0.0,0.00034928396786582105,Financials
TMO,2005-02-03,-0.05794887232811008,-0.0513274336283186,2,True,0.04013589535507479,1.0,0.0029332129963899334,Health Care
TIF,2001-01-04,-0.1382953963599125,-0.04093749999999996,6,True,0.14002133821063853,3.0,-0.011503957783641217,Consumer Discretionary
TIF,2015-01-12,-0.10391504202056401,-0.03980582524271836,31,False,,,0.014334172228909203,Consumer Discretionary
TSS,2007-12-19,-0.15142051834368353,0.009501187648456089,1,True,0.02803014910065502,0.0,0.02959165317503132,Information Technology
TSS,2016-01-27,-0.12974037578768638,-0.020479520479520397,2,True,0.03150426504384383,1.0,-0.09294640090880923,Information Technology
TSCO,2008-10-15,-0.03845285835807155,-0.07048458149779735,9,True,0.14174774686680033,5.0,-0.24594961848019237,Consumer Discretionary
TRIP,2019-05-08,-0.06352384419366575,-0.05403304178814383,31,False,,,-0.002614242392554589,Consumer Discretionary
TSN,2005-11-14,-0.15008192639784756,0.05025445292620878,1,True,0.028157272627898033,0.0,0.049814877145742065,Consumer Staples
ULTA,2013-02-14,-0.11247361543873757,-0.005662514156285381,9,True,0.025118647991665723,3.0,0.029038949066605202,Consumer Discretionary
ULTA,2013-12-06,-0.21805084745762715,0.016148260539720516,2,True,0.029671648303698193,1.0,0.020539720659799032,Consumer Discretionary
UAA,2011-08-08,-0.04980842911877392,-0.06048387096774199,1,True,0.06167706167706172,0.0,-0.14573268921095017,Consumer Discretionary
UPS,2006-07-25,-0.10187819974175594,-0.0006958942240777866,16,True,0.09314955772062712,12.0,0.02220351467957493,Industrials
URI,2006-08-08,-0.1183035714285714,-0.07341772151898729,31,False,,,0.010758249715526969,Industrials
UHS,2004-03-01,-0.16562172178704504,-0.002666666666666706,1,True,0.011660525679217139,0.0,0.01926528658609561,Health Care
UHS,2015-10-22,-0.06814156510406177,-0.04438932603489565,2,True,0.03123690787250198,0.0,0.06429808390592706,Health Care
UNM,2009-05-11,-0.04870537704120903,-0.05549389567147611,31,False,,,0.08174267812909797,Financials
VFC,2015-10-23,-0.06570704954469464,-0.06800186306474143,9,True,0.06239737745038953,1.0,0.10371898458541073,Consumer Discretionary
VLO,2018-10-19,-0.05048880966395042,-0.05510848528063561,31,False,,,-0.050755223776467795,Energy
VTR,2002-10-11,-0.1990787172011662,0.06837606837606836,10,True,0.05827265598745364,2.0,-0.059455252918287904,Real Estate
VTR,2015-08-18,-0.22735478860381764,-0.010752688172043112,2,True,0.013518526283321926,1.0,-0.006558048980428333,Real Estate
VRSN,2005-07-21,-0.12804114710548142,-0.03242388295769072,2,True,0.04160799642533965,1.0,0.02392291505150057,Information Technology
VRSN,2011-09-09,-0.10262459451489225,-0.046007229707525465,21,True,0.10926494491601958,17.0,-0.018610668789808993,Information Technology
VRSN,2012-10-26,-0.1851931330472103,0.037397945746642236,2,True,0.07637980643473696,1.0,-0.020782105179662058,Information Technology
VRTX,2001-01-08,-0.07237325495958846,-0.06930693069306926,2,True,0.1252107925801013,1.0,-0.025301590690722797,Health Care
VRTX,2007-10-18,-0.08710217755443883,-0.04892966360856277,7,True,0.07104535847829604,1.0,0.01132075471698113,Health Care
VRTX,2008-11-19,-0.019756838905775065,-0.09418604651162787,16,True,0.190223656905695,2.0,-0.11118671747414266,Health Care
VRTX,2012-11-02,-0.09786053882725831,-0.01163812033377254,1,True,0.02506902263942569,0.0,-0.03126469205453697,Health Care
WBA,2007-10-01,-0.12285270997992914,-0.030888030888030937,31,False,,,0.039938160267972034,Consumer Staples
WBA,2014-08-06,-0.1612015697865984,0.021214211797171423,1,True,0.03888048890163012,0.0,-0.02176480512907042,Consumer Staples
WM,2002-02-01,-0.06832153072330205,-0.0640595903165736,19,True,0.15433232207395828,8.0,-0.04225520708642572,Industrials
WAT,2005-03-30,-0.2099005620406399,0.005198358413132764,18,True,0.06275303643724701,12.0,-0.02087014134275622,Health Care
WAT,2008-01-22,-0.14993854977468257,-0.05895582329317273,31,False,,,-0.11757658736950194,Health Care
WFC,2008-12-11,-0.03348834804191936,-0.08221119773210495,3,True,0.15527635338417006,1.0,-0.035450314809745476,Financials
WDC,2002-08-27,-0.019846679927586375,-0.09591836734693882,24,True,0.26144069806041637,19.0,0.0329957028852057,Information Technology
WU,2012-02-08,-0.08375634517766517,-0.017728531855955576,23,True,0.06396244038873114,18.0,0.04641539983808585,Information Technology
WU,2012-10-31,-0.18607303043357093,-0.1280821917808218,31,False,,,-0.021790808240887527,Information Technology
WY,2010-07-20,-0.6228144502924928,0.011421319796954155,2,True,0.016804886233975354,0.0,-0.00995950530808809,Real Estate
WHR,2016-10-25,-0.08198339952562961,-0.0281168125758835,10,True,0.061852868979292965,2.0,-0.011439976633239146,Consumer Discretionary
WHR,2017-10-24,-0.09616473690022131,-0.010245528948166105,18,True,0.03705695411881244,16.0,0.026044896440530874,Consumer Discretionary
WLTW,2012-02-15,-0.11247451214335236,0.005829941700583152,4,True,0.030327013428161135,2.0,0.023603253182461037,Financials
XRX,2002-05-02,-0.11757826230520985,-0.0014231499051231555,1,True,0.0043733530469424915,0.0,-0.03488227233088326,Information Technology
XLNX,2014-07-23,-0.1509731101572349,0.009048667155783674,1,True,0.0069666463454161045,0.0,0.01563911472448054,Information Technology
XYL,2013-07-30,-0.08662982744293768,-0.017692307692307674,26,True,0.07130535761569685,17.0,0.0457466126553987,Industrials
YUM,2002-10-10,-0.10251620263127748,-0.1177083333333333,31,False,,,-0.09687987519500774,Consumer Discretionary
YUM,2015-10-07,-0.1630574485345786,-0.03008567443713872,2,True,0.04399261057314466,1.0,0.02344484379319889,Consumer Discretionary
ZION,2008-09-29,-0.05647712550129114,-0.17469879518072284,2,True,0.1751728241877897,0.0,-0.12473033928221222,Financials
ZION,2016-06-24,-0.06437226902112703,-0.040227703984819785,21,True,0.12480180563936906,7.0,-0.02827893776606516,Financials
